scenario,year,total,japanese,foreign,male,female,under15,working_age_15_64,age65plus,foreign_share,age65plus_share
domestic_inflow_zero,2090,3146222.448240068,1792287.5449242876,1353934.9033157802,1421828.0693588788,1724394.378881189,215491.7780656374,1821330.9560083537,1109399.7141660766,0.43033667376988666,0.3526132472885546
domestic_inflow_zero,2091,3096895.077036844,1742564.715670107,1354330.3613667372,1402862.820501139,1694032.2565357052,214012.9047457698,1808712.9015654256,1074169.2707256489,0.4373187749914281,0.34685362080572335
domestic_inflow_zero,2092,3050734.54927029,1696077.9640565347,1354656.5852137553,1385269.3328758252,1665465.2163944645,212629.72107074116,1796417.16811642,1041687.6600831288,0.44404275866537707,0.34145470320657423
domestic_inflow_zero,2093,3007766.254756441,1652849.2472319643,1354917.0075244764,1369001.350717621,1638764.90403882,211331.26262007665,1784943.1435740453,1011491.8485623191,0.4504728402288007,0.33629336952722294
domestic_inflow_zero,2094,2967734.9176010126,1612608.0973470602,1355126.8202539524,1353963.2875936143,1613771.6300073983,210105.88630883177,1774254.0623091562,983374.968983025,0.45661989964702704,0.3313553926770328
domestic_inflow_zero,2095,2930535.073959754,1575242.1512014489,1355292.922758305,1340083.224298976,1590451.849660778,208944.29713452634,1764311.938570273,957278.8382549544,0.46247285514553704,0.326656673302147
domestic_inflow_zero,2096,2896047.1211525034,1540625.23832398,1355421.8828285236,1327284.0982586592,1568763.0228938446,207839.1747840593,1755079.0351410531,933128.9112273916,0.46802480281782277,0.322207779152449
domestic_inflow_zero,2097,2864137.171887221,1508617.3175813346,1355519.8543058862,1315484.8302999167,1548652.3415873044,206784.85392775972,1746517.6324461042,910834.6855133569,0.473273370986179,0.3180136393094591
domestic_inflow_zero,2098,2834636.775396616,1479046.2755731747,1355590.4998234413,1304599.1234763416,1530037.6519202744,205777.03273084073,1738647.0117079692,890212.7309578061,0.47822370456397184,0.31404825432466543
domestic_inflow_zero,2099,2807439.7792142374,1451796.879583899,1355642.8996303384,1294548.7085828064,1512891.0706314312,204811.62824022103,1731405.3602565355,871222.7907174807,0.4828751482640043,0.3103264394726656
domestic_inflow_zero,2100,2782359.8347094823,1426678.751216364,1355681.083493118,1285247.5446029902,1497112.2901064917,203885.794051207,1724735.7555598821,853738.2850983932,0.48724146552908754,0.3068396382265688
international_inflow_zero,2026,14270748.000000004,13476291.728174618,794456.2718253855,7004359.336209876,7266388.663790125,1524869.5356300592,9543487.810819099,3202390.6535508446,0.05567026142045149,0.2244024387194591
international_inflow_zero,2027,14221131.405668741,13463016.882325526,758114.523343212,6972904.925922269,7248226.479746471,1498206.187324442,9477806.85179553,3245118.366548767,0.05330901611956254,0.2281898868647833
international_inflow_zero,2028,14178466.270466568,13448585.303881021,729880.9665855451,6945807.99744518,7232658.273021386,1471003.0005145771,9423772.745838504,3283690.524113485,0.05147813258940927,0.2315970191326928
international_inflow_zero,2029,14140917.387106929,13432977.112772483,707940.2743344451,6921984.914932821,7218932.47217411,1443563.2790591284,9379031.849875456,3318322.2581723453,0.050063249431038626,0.23466103134142108
international_inflow_zero,2030,14107154.053881671,13416269.717677856,690884.336203814,6900622.225429144,7206531.828452527,1416142.6817910597,9341717.3167255,3349294.055365111,0.048974040658024354,0.2374181243483006
international_inflow_zero,2031,14076097.558071563,13398481.090199348,677616.4678722168,6881074.296569112,7195023.261502453,1388947.4198922487,9310306.529925894,3376843.6082534227,0.04813951203994432,0.23989913357179468
international_inflow_zero,2032,14046911.855104376,13379626.733918428,667285.1211859466,6862848.527964862,7184063.327139514,1369545.4607620474,9244697.896806724,3432668.4975356027,0.047504044167791096,0.24437175465639713
international_inflow_zero,2033,14018011.570857195,13358732.33806695,659279.2327902451,6845107.978595386,7172903.592261807,1350342.088049137,9182892.323932145,3484777.1588759106,0.0470308666430877,0.24859282939390653
international_inflow_zero,2034,13989754.166474154,13336684.562356438,653069.6041177146,6827835.093946536,7161919.072527617,1331438.25935767,9124492.268375231,3533823.638741251,0.04668199286037262,0.2526008389203799
international_inflow_zero,2035,13961977.841736231,13313732.629289042,648245.2124471872,6810959.531974344,7151018.309761887,1312927.7886592352,9069189.962030575,3579860.09104642,0.046429325400402954,0.2564006426328241
international_inflow_zero,2036,13934642.068420319,13290154.735003013,644487.333417306,6794448.789181958,7140193.279238361,1294896.211438222,9016734.679149808,3623011.1778322887,0.04625072752158372,0.26000030428072607
international_inflow_zero,2037,13907787.711817432,13266238.75384182,641548.957975612,6778309.7714619925,7129477.940355439,1291287.4532472976,8933038.751856139,3683461.5067139957,0.046128756871266344,0.26484884462136005
international_inflow_zero,2038,13880990.3717431,13241764.615448155,639225.7562949453,6762524.25188007,7118466.1198630305,1288634.337282911,8851497.511875492,3740858.5225846977,0.046050443028632024,0.2694950736512139
international_inflow_zero,2039,13855016.293531597,13217625.353398105,637390.9401334901,6747210.412375892,7107805.881155704,1286840.7253539276,8772090.82574619,3796084.7424314795,0.046004344320480145,0.27398630662049334
international_inflow_zero,2040,13829883.041386928,13193940.611273095,635942.4301138318,6732393.054518929,7097489.986867999,1285836.6119483889,8694831.841476042,3849214.587962498,0.04598321100841764,0.2783258959199759
international_inflow_zero,2041,13805636.802761827,13170840.213626068,634796.5891357586,6718081.727170738,7087555.075591089,1285603.6630545398,8619655.059822321,3900378.0798849664,0.04598097126593734,0.2825206932218218
international_inflow_zero,2042,13782393.414279591,13148505.202824887,633888.2114547025,6704321.386301345,7078072.027978244,1284220.0943533774,8566856.458748035,3931316.861178178,0.04599260755377559,0.2852419563865474
international_inflow_zero,2043,13760540.018333243,13127382.524748955,633157.4935842867,6691436.320590686,7069103.697742556,1283576.2885139561,8516234.989150872,3960728.740668414,0.04601254694515822,0.28783236234853526
international_inflow_zero,2044,13740499.883668946,13107922.687200295,632577.1964686511,6679460.413929759,7061039.469739188,1283365.9694574387,8467951.435423061,3989182.4787884466,0.04603742235175088,0.29032295131632924
international_inflow_zero,2045,13722189.256929647,13090068.395177152,632120.8617524935,6668328.13046201,7053861.126467637,1283327.2443180066,8422122.794238482,4016739.21837316,0.04606559856571539,0.2927185409824255
international_inflow_zero,2046,13705532.460087495,13073767.497591576,631764.9624959175,6657968.724047522,7047563.736039972,1283235.6918092426,8378857.960775026,4043438.8075032253,0.046095616083191876,0.2950223801430778
international_inflow_zero,2047,13690433.948242303,13058946.297829341,631487.6504129611,6648302.782456612,7042131.16578569,1282900.454408568,8348648.165816017,4058885.3280177168,0.04612619678823526,0.2964760170030134
international_inflow_zero,2048,13676218.034575714,13044939.487545494,631278.5470302191,6639057.207713438,7037160.826862276,1282625.401664344,8320459.1729660155,4073133.4599453537,0.046158853670966914,0.29782601079098087
international_inflow_zero,2049,13663075.799554855,13031948.735060276,631127.0644945786,6630206.075361671,7032869.724193186,1282299.3785185644,8294287.344786232,4086489.07625006,0.046192165933467255,0.29908998063109615
international_inflow_zero,2050,13650812.458869174,13019791.401752613,631021.0571165611,6621651.052833466,7029161.406035709,1281822.600467653,8270124.656928411,4098865.201473112,0.04622589747078208,0.3002652929137567
international_inflow_zero,2051,13639199.206160378,13008251.199948363,630948.0062120142,6613282.063914159,7025917.142246218,1281103.2009535779,8247940.49833393,4110155.5068728705,0.04625990108913695,0.3013487408422372
international_inflow_zero,2052,13628001.897604482,12997105.535483189,630896.3621212926,6604995.561364264,7023006.336240218,1280058.4656597192,8237702.5502576865,4110240.881687076,0.04629412050729102,0.3016026056181846
international_inflow_zero,2053,13616401.520224525,12985546.514404826,630855.0058196993,6596501.828835349,7019899.691389177,1278745.7854781665,8229040.438147712,4108615.2965986454,0.046330523147594206,0.30174016905245443
international_inflow_zero,2054,13604551.748962771,12973732.272264292,630819.4766984779,6587827.091431471,7016724.657531301,1277201.3835952315,8221815.357705193,4105535.0076623475,0.04636826617580931,0.30177657326896923
international_inflow_zero,2055,13592243.140385687,12961460.041383278,630783.0990024101,6578926.361774831,7013316.778610856,1275456.5203113733,8215898.891689705,4100887.7283846103,0.04640757912343461,0.30170794371680476
international_inflow_zero,2056,13579297.089500371,12948556.784481011,630740.3050193586,6569772.811520397,7009524.277979975,1273534.78918139,8211186.270781739,4094576.0295372433,0.04644867115449241,0.3015307789902619
international_inflow_zero,2057,13565575.27779942,12934888.925155843,630686.3526435776,6560356.7746765055,7005218.503122915,1271458.6479734997,8205519.276908856,4088597.352917066,0.04649167762724518,0.3013950583878452
international_inflow_zero,2058,13551087.250969235,12920475.675091457,630611.5758777773,6550672.915756996,7000414.335212238,1269226.1350437782,8200908.212793966,4080952.9031314896,0.04653586566145629,0.30115317151689075
international_inflow_zero,2059,13535542.140022734,12905022.860569824,630519.2794529103,6540741.694845016,6994800.445177718,1266895.4789912454,8197187.924172071,4071458.7368594175,0.04658249170445501,0.3007976108190506
international_inflow_zero,2060,13518975.65091732,12888567.482254919,630408.1686623996,6530613.538298253,6988362.112619068,1264523.505375879,8194203.242030852,4060248.9035105896,0.0466313561722869,0.3003370231852651
international_inflow_zero,2061,13501473.199272802,12871194.727737382,630278.4715354198,6520366.768300354,6981106.4309724495,1262159.6196124738,8191833.728484664,4047479.851175663,0.046682199952029456,0.2997806084889805
international_inflow_zero,2062,13483147.60305007,12853016.983086798,630130.6199632711,6510080.881189216,6973066.721860854,1259848.83320401,8188080.318722339,4035218.4511237224,0.04673468232452836,0.2992786677059666
international_inflow_zero,2063,13464166.411502372,12834207.860299118,629958.5512032545,6499840.106007136,6964326.305495238,1257647.543918436,8183639.946055671,4022878.9215282686,0.046787787074963956,0.29878410579443987
international_inflow_zero,2064,13444714.694439651,12814944.3992512,629770.2951884514,6489751.693997492,6954963.000442158,1255580.33606508,8178535.471653389,4010598.8867211808,0.046841477078640156,0.2983030118429995
international_inflow_zero,2065,13424978.019222401,12795411.450803716,629566.568418683,6479903.257842891,6945074.761379509,1253669.6054007926,8172788.668641977,3998519.74517963,0.04689516567678884,0.29784180945804123
international_inflow_zero,2066,13405168.388317991,12775819.697147481,629348.6911705099,6470394.494369418,6934773.893948572,1251932.9472636844,8166444.547098646,3986790.8939556614,0.04694821228198516,0.2974069984402414
international_inflow_zero,2067,13385498.09707733,12756380.416894766,629117.6801825652,6461308.4871887,6924189.609888632,1250384.5703815354,8169375.658864916,3965737.8678308795,0.046999945434972684,0.2962712212178927
international_inflow_zero,2068,13365888.92550673,12737028.166484367,628860.75902236,6452671.459216816,6913217.466289913,1249012.446242044,8169800.57499098,3947075.904273704,0.047049677169041605,0.29530964429468815
international_inflow_zero,2069,13346975.96427777,12718384.362973943,628591.601303827,6444631.077818488,6902344.886459283,1247820.9731845348,8167936.708339646,3931218.2827535896,0.04709618141114569,0.294539998669003
international_inflow_zero,2070,13328923.788711922,12700613.00852309,628310.7801888323,6437241.408111437,6891682.380600485,1246809.8952088167,8163983.814659707,3918130.078843398,0.0471388980947539,0.29395697214216254
international_inflow_zero,2071,13311896.169786837,12683877.174495194,628018.9952916419,6430546.163675703,6881350.006111133,1245976.142478182,8158130.664085669,3907789.363222985,0.04717727566993924,0.293556178126768
international_inflow_zero,2072,13295028.411729226,12667339.40658373,627689.0051454958,6424118.485970528,6870909.925758698,1245314.1663043017,8154476.4592617275,3895237.786163198,0.047212310173909214,0.2929845402005095
international_inflow_zero,2073,13278264.792924756,12650956.178932011,627308.6139927427,6417977.65619727,6860287.136727486,1244760.1528820111,8150360.947747334,3883143.6922954107,0.04724326738287373,0.2924436101292784
international_inflow_zero,2074,13262254.175094675,12635361.91905306,626892.2560416142,6412246.44162976,6850007.733464914,1244308.6908014389,8145823.787530458,3872121.6967627774,0.04726890676087793,0.2919655773174876
international_inflow_zero,2075,13247152.901093867,12620708.612213798,626444.2888800686,6406960.271387469,6840192.629706398,1243954.2170781882,8140885.988562805,3862312.6954528755,0.047288975492110516,0.29155794639721794
international_inflow_zero,2076,13233083.961687766,12607114.758201871,625969.2034858946,6402139.614328027,6830944.347359739,1243689.6623578118,8135573.209582072,3853821.089747882,0.04730335009572913,0.29122622518722086
international_inflow_zero,2077,13220133.687752178,12594662.108493518,625471.5792586599,6397790.854184052,6822342.833568125,1243506.8947116525,8130134.655238779,3846492.137801747,0.047312046461234304,0.29095712862308937
international_inflow_zero,2078,13208098.262639781,12583152.994721407,624945.2679183732,6393871.205937811,6814227.056701969,1243349.834052582,8124774.336562126,3839974.0920250732,0.04731531031125681,0.29072876470693465
international_inflow_zero,2079,13197297.571764188,12572896.658226803,624400.9135373838,6390400.8518341435,6806896.719930044,1243210.519838101,8119498.469164722,3834588.582761364,0.047312785829221486,0.2905586209532414
international_inflow_zero,2080,13187679.896533646,12563835.502307393,623844.3942262526,6387349.778812164,6800330.117721482,1243084.4686549357,8114312.1102969535,3830283.3175817574,0.047305090745357624,0.2904440620058225
international_inflow_zero,2081,13179175.4480324,12555893.905874446,623281.5421579529,6384683.267681235,6794492.180351164,1242967.3964098345,8109224.173357194,3826983.878265369,0.047292908772301565,0.29038113145665145
international_inflow_zero,2082,13171700.882871462,12548982.843896054,622718.0389754075,6382363.262746493,6789337.620124969,1242854.5513453113,8105363.091771091,3823483.239755058,0.04727696479846371,0.29028014481615905
international_inflow_zero,2083,13165376.88742227,12543225.993178286,622150.8942439823,6380373.172844766,6785003.714577503,1242730.2280558152,8101647.4429765185,3820999.2163899355,0.04725659580914565,0.2902309025456295
international_inflow_zero,2084,13159790.543219995,12538196.886460079,621593.6567599142,6378630.279850165,6781160.263369828,1242590.6171261442,8098074.392317317,3819125.5337765347,0.04723431233334965,0.2902117264886235
international_inflow_zero,2085,13154868.387931269,12533816.838774968,621051.5491563005,6377098.6819933485,6777769.705937921,1242434.4960252503,8094641.092918707,3817792.7989873127,0.04721077633327557,0.29021900382446153
international_inflow_zero,2086,13150528.799566774,12529999.545646347,620529.2539204273,6375742.733643731,6774786.0659230435,1242262.1767257645,8091339.693767594,3816926.9290734166,0.047186638908457416,0.29024893122162204
international_inflow_zero,2087,13146686.191142831,12526655.366169628,620030.8249732021,6374528.574150857,6772157.616991973,1242074.8378522873,8090228.897657823,3814382.4556327197,0.04716251806412847,0.29014022242369647
international_inflow_zero,2088,13143391.622720491,12523840.856828995,619550.7658914969,6373439.3790698,6769952.2436506925,1241873.8110532037,8089275.8818391925,3812241.9298280952,0.04713781523640387,0.2900500905137769
international_inflow_zero,2089,13140381.07558743,12521279.160054773,619101.9155326565,6372422.728000468,6767958.347586961,1241660.4973847219,8088470.370505403,3810250.2076973054,0.04711445672476284,0.2899649702531151
international_inflow_zero,2090,13137595.156414824,12518909.562210917,618685.5942039059,6371458.387520486,6766136.768894338,1241437.0328063364,8087804.415993615,3808353.707614872,0.047092758365431454,0.28988210264306474
international_inflow_zero,2091,13134978.492993383,12516675.823822662,618302.6691707214,6370529.60107271,6764448.891920673,1241206.165315085,8087269.803193895,3806502.5244844025,0.04707298679632737,0.2897989156598096
international_inflow_zero,2092,13132482.623400515,12514529.087815091,617953.5355854235,6369623.222077936,6762859.401322579,1240971.1738588875,8086578.891990329,3804932.557551296,0.04705534766779772,0.2897344444813017
international_inflow_zero,2093,13130186.960887164,12512553.647640524,617633.3132466384,6368747.787609408,6761439.173277756,1240736.1431815769,8085981.076317089,3803469.741388498,0.047039186501035696,0.2896736925923795
international_inflow_zero,2094,13127900.385256127,12510551.038307153,617349.3469489731,6367868.629850765,6760031.755405363,1240503.8054308814,8085442.24091618,3801954.3389090654,0.04702574888839915,0.28960871330034005
international_inflow_zero,2095,13125615.5035813,12508516.062864691,617099.440716611,6366983.512867889,6758631.990713412,1240276.7304940193,8084930.683937134,3800408.0891501475,0.04701489545753009,0.2895413238421629
international_inflow_zero,2096,13123326.496944772,12506445.143307395,616881.3536373787,6366090.30330757,6757236.193637204,1240057.3413770504,8084419.760535482,3798849.3950322387,0.047006477647339964,0.2894730536435747
international_inflow_zero,2097,13121029.109662225,12504336.32524595,616692.784416274,6365187.136953096,6755841.9727091305,1239847.9470027017,8083886.510781751,3797294.6518777725,0.047000336578946096,0.28940524559018577
international_inflow_zero,2098,13118699.473065421,12502170.099255823,616529.3738096002,6364270.034659083,6754429.43840634,1239650.6890991689,8083369.688396538,3795679.095569717,0.04699622665153843,0.2893334894486144
international_inflow_zero,2099,13116366.775048684,12499973.341537848,616393.4335108339,6363342.2578280205,6753024.517220664,1239466.6678148415,8082857.053384364,3794043.053849478,0.04699422058579526,0.28926021351178594
international_inflow_zero,2100,13114026.647753185,12497745.293229843,616281.3545233423,6362403.784798273,6751622.862954914,1239296.6424188889,8082337.847161017,3792392.1581732812,0.046994059954036264,0.28918594265804914
observed_inflows_reference,2026,14270748.000000004,13476291.728174618,794456.2718253855,7004359.336209876,7266388.663790125,1524869.5356300592,9543487.810819099,3202390.6535508446,0.05567026142045149,0.2244024387194591
observed_inflows_reference,2027,14371547.405668741,13495463.882325526,876083.5233432121,7053069.92592227,7318477.47974647,1503791.3788972008,9620622.129963366,3247133.8968081744,0.06095958205569763,0.2259418422491769
observed_inflows_reference,2028,14459695.726956226,13511947.221158126,947748.5057980986,7094934.553092834,7364761.173863392,1482899.0805403662,9688926.005734868,3287870.640680991,0.06554415277434059,0.22738173076157045
observed_inflows_reference,2029,14537300.828156818,13525880.95130232,1011419.8768544977,7131187.336402064,7406113.491754753,1462392.0317151481,9750102.711886195,3324806.084555474,0.06957411756214826,0.22870862506441134
observed_inflows_reference,2030,14606090.268841082,13537481.96211369,1068608.3067273938,7162800.3727105325,7443289.896130552,1442433.1106328967,9805445.970428832,3358211.187779354,0.07316183092521598,0.22991855629862615
observed_inflows_reference,2031,14667359.864740707,13546889.737446666,1120470.127294042,7190505.730950985,7476854.133789724,1423145.4670746129,9855899.839000368,3388314.558665729,0.07639207993986516,0.23101052881445944
observed_inflows_reference,2032,14722123.774545688,13554225.844693054,1167897.929852637,7214878.120795499,7507245.653750191,1412022.7914817247,9863295.88854385,3446805.0945201176,0.0793294464669502,0.23412417578499017
observed_inflows_reference,2033,14770242.848139161,13558608.408010174,1211634.4401289846,7235910.455953358,7534332.392185803,1401319.2735104652,9867140.149276774,3501783.425351919,0.08203212720240637,0.23708367298734656
observed_inflows_reference,2034,14813288.554055631,13561029.411494944,1252259.142560687,7254271.86584005,7559016.688215583,1391046.629806039,9868352.017479967,3553889.9067696263,0.08453620126219977,0.23991228509463083
observed_inflows_reference,2035,14852048.768775431,13561830.710611913,1290218.058163517,7270426.970743333,7581621.7980320975,1381228.6542131926,9867656.276297797,3603163.8382644425,0.08687138577648885,0.24260382485678625
observed_inflows_reference,2036,14887226.965874026,13561371.132562103,1325855.8333119215,7284758.893516454,7602468.07235757,1371896.1389521544,9865613.33236046,3649717.494561412,0.0890599596789368,0.24515764439728469
observed_inflows_reference,2037,14919450.657597542,13560008.88343563,1359441.774161911,7297601.561712987,7621849.095884554,1376950.4701640764,9828776.597559216,3713723.589874249,0.09111875533229721,0.24891825276308563
observed_inflows_reference,2038,14948760.39612292,13557585.090746064,1391175.3053768557,7309194.472320085,7639565.923802834,1382754.6680617584,9791051.996007696,3774953.7320534657,0.09306292083841736,0.2525262049843631
observed_inflows_reference,2039,14976255.786158985,13555021.954973005,1421233.8311859786,7319846.460612689,7656409.325546297,1389176.4549006296,9752809.469342723,3834269.8619156326,0.09489914244783927,0.25602326220010574
observed_inflows_reference,2040,15002232.125475341,13552467.28447882,1449764.8409965192,7329739.928426822,7672492.19704852,1396120.1572821303,9714384.924788557,3891727.0434046546,0.0966366090639718,0.2594098672021012
observed_inflows_reference,2041,15026960.313518984,13550075.147328544,1476885.1661904384,7339009.720976734,7687950.592542251,1403550.2360955249,9675973.191006014,3947436.8864174457,0.09828236285829282,0.2626903115506427
observed_inflows_reference,2042,15050748.417327866,13548050.23156115,1502698.1857667135,7347807.354807864,7702941.062520002,1409534.964796367,9658090.141660484,3983123.3108710144,0.09984209051269922,0.2646461956858744
observed_inflows_reference,2043,15074141.158411974,13546859.780587707,1527281.3778242674,7356543.40815829,7717597.750253683,1415547.4034951846,9640976.602470554,4017617.1524462346,0.10131796974529346,0.26652378468701304
observed_inflows_reference,2044,15097645.985101523,13546956.268799469,1550689.716302055,7365301.9446749855,7732344.040426539,1421314.7517488233,9624874.04836445,4051457.1849882505,0.10271069528536356,0.26835025731735007
observed_inflows_reference,2045,15121259.378208134,13548284.908528216,1572974.4696799177,7374064.28324869,7747195.094959443,1426608.2694104596,9609974.3879641,4084676.7208335754,0.10402403862913664,0.2701280772102997
observed_inflows_reference,2046,15144982.322254166,13550796.363299303,1594185.9589548628,7382802.175038631,7762180.147215534,1431235.8263604322,9596457.659729922,4117288.836163812,0.10526165861628986,0.27185827943251095
observed_inflows_reference,2047,15168789.800213767,13554419.243673645,1614370.5565401216,7391475.125744066,7777314.674469701,1435037.8620109297,9594879.762412142,4138872.175790696,0.1064271163225804,0.27285447489900405
observed_inflows_reference,2048,15192074.411364425,13558491.204415862,1633583.2069485625,7399846.471044525,7792227.940319901,1438348.4341375702,9594058.012680296,4159667.964546559,0.1075286470244354,0.2738051336448774
observed_inflows_reference,2049,15215083.333736125,13563208.071499303,1651875.26223682,7407920.590228574,7807162.74350755,1441124.6802889472,9594021.924713172,4179936.728734007,0.10856826913160228,0.27472322280785083
observed_inflows_reference,2050,15237678.704892706,13568382.286704253,1669296.418188451,7415629.449650908,7822049.255241797,1443324.0134221292,9594805.516584132,4199549.174886444,0.10955057200756256,0.27560294820614634
observed_inflows_reference,2051,15259684.74293862,13573792.364185559,1685892.3787530593,7422890.932263643,7836793.810674976,1444902.3245525102,9596423.154756103,4218359.2636300055,0.11048015782457117,0.27643816597076426
observed_inflows_reference,2052,15280918.05587779,13579211.150161624,1701706.905716165,7429627.205763709,7851290.850114082,1445817.1617165736,9608890.462103486,4226210.432057731,0.11136156214525378,0.2765678355582912
observed_inflows_reference,2053,15300607.59012787,13583826.839407748,1716780.7507201207,7435573.173125954,7865034.417001913,1446159.9216801447,9621526.469999442,4232921.198448282,0.11220343640652594,0.2766505299553863
observed_inflows_reference,2054,15318958.20569675,13587796.932695396,1731161.2730013556,7440782.162127387,7878176.0435693655,1446020.5083565498,9634269.623551454,4238668.073788747,0.11300776787533623,0.27669427756598286
observed_inflows_reference,2055,15335808.596945586,13590919.371820047,1744889.2251255375,7445233.64874132,7890574.948204266,1445475.3061722445,9647067.049083449,4243266.241689892,0.11377875604635969,0.27669008874660955
observed_inflows_reference,2056,15351025.279151458,13593022.853208847,1758002.4259426112,7448923.785105199,7902101.49404626,1444585.4753006853,9659888.5883053,4246551.215545473,0.11452019614156914,0.2766298106037778
observed_inflows_reference,2057,15364509.97020137,13593975.84595494,1770534.1242464278,7451863.034428664,7912646.935772706,1443405.3898508511,9670644.82524268,4250459.755107839,0.11523531356875567,0.2766414134490051
observed_inflows_reference,2058,15376310.740768554,13593800.906945838,1782509.833822715,7454066.001417335,7922244.739351218,1441959.97079296,9680932.176417012,4253418.593558582,0.11592571611450277,0.276621529394637
observed_inflows_reference,2059,15386177.488108378,13592210.796804443,1793966.6913039344,7455573.564142919,7930603.92396546,1440332.3238849677,9690740.920237131,4255104.243986279,0.11659599615891926,0.27655369550201475
observed_inflows_reference,2060,15394183.071485424,13589250.117387408,1804932.9540980156,7456453.767993485,7937729.30349194,1438600.9584577545,9700052.387029057,4255529.725998614,0.11724772569720082,0.2764375157965422
observed_inflows_reference,2061,15400448.069885269,13585012.657253325,1815435.4126319415,7456803.178263002,7943644.891622267,1436833.6119353154,9708868.306264486,4254746.151685468,0.11788198657556762,0.27627417932114523
observed_inflows_reference,2062,15405115.840065919,13579619.154416336,1825496.685649583,7456715.986722597,7948399.853343323,1435090.9518427164,9715296.614636082,4254728.273587123,0.11849938063443811,0.2761893073547259
observed_inflows_reference,2063,15408383.155069757,13573252.158575933,1835130.9964938243,7456291.517796873,7952091.637272886,1433442.4165796519,9719667.773082698,4255272.965407409,0.11909951732281648,0.2761660923526109
observed_inflows_reference,2064,15410463.102936413,13566098.700989626,1844364.4019467859,7455651.215951777,7954811.886984639,1431917.1347149522,9722191.310993558,4256354.657227905,0.11968260717585757,0.2761990102956004
observed_inflows_reference,2065,15411567.579951027,13558353.718239281,1853213.861711747,7454895.779753697,7956671.800197329,1430541.477895167,9723046.665590167,4257979.436465692,0.12024823899955515,0.2762846423231414
observed_inflows_reference,2066,15411932.442444015,13550237.68107726,1861694.7613667566,7454137.972569569,7957794.469874448,1429336.1973224701,9722414.779637938,4260181.465483608,0.12079567363270444,0.2764209797436687
observed_inflows_reference,2067,15411790.3747429,13541970.695527881,1869819.6792150175,7453470.8562123375,7958319.5185305625,1428317.9842636276,9730282.563422445,4253189.827056825,0.12132397558944932,0.27596987265198103
observed_inflows_reference,2068,15411081.242398256,13533495.657215988,1877585.5851822675,7452930.627797633,7958150.614600623,1427476.8825064525,9734946.443438062,4248657.916453742,0.12183347525394522,0.27568850294326075
observed_inflows_reference,2069,15410457.07178488,13525442.394976312,1885014.6768085668,7452674.709901815,7957782.361883064,1426813.8920044254,9736710.668094624,4246932.5116858315,0.12232049108133555,0.2755877059260995
observed_inflows_reference,2070,15410097.851796411,13517982.460961854,1892115.390834556,7452766.429514267,7957331.422282144,1426325.5626244852,9735849.358749295,4247922.930422632,0.12278412564485988,0.275658400827574
observed_inflows_reference,2071,15410180.154267432,13511285.330632,1898894.8236354329,7453257.449546903,7956922.704720529,1426005.9534262512,9732615.318760127,4251558.882081053,0.1232234019736353,0.2758928733810876
observed_inflows_reference,2072,15409794.734538881,13504491.839847723,1905302.8946911576,7453697.693756129,7956097.040782753,1425846.8823296197,9731155.008173801,4252792.844035462,0.12364232798122157,0.2759798503028354
observed_inflows_reference,2073,15408896.330604374,13497563.565626092,1911332.7649782822,7454113.145308282,7954783.185296091,1425782.3185786789,9729105.104437193,4254008.907588501,0.12404086080987443,0.27607486067249365
observed_inflows_reference,2074,15408140.5693263,13491138.423871279,1917002.1454550219,7454632.708967408,7953507.860358891,1425803.4388717872,9726519.959120933,4255817.171333579,0.12441489203903597,0.2762057596882152
observed_inflows_reference,2075,15407690.777063478,13485371.585981363,1922319.191082112,7455297.7085248185,7952393.068538658,1425902.0119623523,9723430.79916451,4258357.965936613,0.12476361441156097,0.2763787271922526
observed_inflows_reference,2076,15407676.378269974,13480383.921078809,1927292.4571911646,7456134.187063312,7951542.191206663,1426068.7497524342,9719872.577807473,4261735.050710067,0.12508650946935113,0.2765981674381838
observed_inflows_reference,2077,15408189.725336198,13476258.810549725,1931930.9147864727,7457153.898779439,7951035.826556759,1426293.7104751382,9716101.913948283,4265794.100912777,0.12538338047653544,0.2768523867471848
observed_inflows_reference,2078,15409032.71977786,13472799.555928262,1936233.1638495983,7458319.3472209945,7950713.372556867,1426519.3969407752,9712372.631415782,4270140.691421303,0.1256557240847699,0.2771193214445236
observed_inflows_reference,2079,15410526.86933415,13470314.311361324,1940212.5579728256,7459655.471811368,7950871.397522782,1426737.0050428533,9708693.906665944,4275095.957625353,0.12590176665755085,0.27741400367903635
observed_inflows_reference,2080,15412624.063624997,13468744.73080961,1943879.332815387,7461137.456224187,7951486.60740081,1426941.952737173,9705073.078961544,4280609.031926284,0.12612254245551183,0.27773395459822164
observed_inflows_reference,2081,15415258.63946821,13468014.072088074,1947244.5673801373,7462736.052964956,7952522.586503254,1427130.1269218766,9701521.3076171,4286607.204929233,0.12631929265166794,0.27807559413593536
observed_inflows_reference,2082,15418351.959589873,13468031.899524286,1950320.0600655838,7464419.013306554,7953932.946283318,1427297.0966682027,9699167.597746264,4291887.265175406,0.12649341934710007,0.2783622579393738
observed_inflows_reference,2083,15422030.04822446,13468920.278043468,1953109.7701809928,7466175.941217153,7955854.107007308,1427427.9425502515,9696925.715189235,4297676.390484975,0.12664414244257385,0.278671249961659
