緯度,経度,施設名,所在地,水飲み栓設置場所,営業時間,入場料等,タイプ,稼働停止,備考
35.72911,139.29451,あきる野市役所本庁舎,あきる野市二宮３５０,１階,"月曜日～金曜日
8:30～17:15",,飲み口型,,
35.75652,139.84303,亀有学び交流館,葛飾区お花茶屋３－５－６,１階,"9:00~21:00
休館日：年末年始及び保守点検日",,飲み口型,,
35.7285575,139.8541883,西奥戸憩い交流館,葛飾区奥戸１－１２－１,１階,"9:00~21:30
休館日：年末年始及び保守点検日",,飲み口型,,
35.73667,139.86189,奥戸総合スポーツセンター体育館,葛飾区奥戸７－１７－１,１・２階,"9:00~21:00
休館日：年末年始及び保守点検日",,飲み口型,,
35.74531887,139.8745667,鎌倉憩い交流館,葛飾区鎌倉２－６－２０,１階,"9:00~21:00
休館日：年末年始及び保守点検日",,飲み口型,,
35.7660004,139.8665234,末広憩い交流館,葛飾区金町５－４－１,１階,"9:00~21:30
休館日：年末年始及び保守点検日",,飲み口型,,
35.7413,139.86314,奥戸総合スポーツセンター温水プール館,葛飾区高砂１－２－１,１・２階,"9:00~21:00
休館日：年末年始及び保守点検日",,飲み口型,,
35.74596597,139.8686309,高砂地区センター,葛飾区高砂３－１－３９,１・２・３階,"9:00~21:00
休館日：年末年始及び保守点検日",,飲み口型,,
35.75373464,139.881937,柴又学び交流館,葛飾区柴又５－３３－８,１・２・３階,"9:00~21:00
休館日：年末年始及び保守点検日",,飲み口型,,
35.75486754,139.8241374,小菅憩い交流館,葛飾区小菅３－６－１,１階,"9:00~21:00
休館日：年末年始及び保守点検日",,飲み口型,,
35.75909627,139.8590164,新宿憩い交流館,葛飾区新宿１－５－６,１階,"9:00~21:00
休館日：年末年始及び保守点検日",,飲み口型,,
35.71639,139.86179,新小岩地区センター,葛飾区新小岩２－１７－１,２階,"9:00~21:00
休館日：年末年始及び保守点検日",,飲み口型,,
35.78183646,139.8587448,水元総合スポーツセンター,葛飾区水元１－２３－１,１・２・３階・プール内,"9:00~21:00
休館日：年末年始及び保守点検日",一部有料,ボトルディスペンサー型・飲み口型,,
35.78815788,139.8606775,水元憩い交流館,葛飾区水元４－６－１５,１階,"9:00~21:00
休館日：年末年始及び保守点検日",,飲み口型,,
35.75690917,139.8371223,中道憩い交流館,葛飾区西亀有１－２－７,１階,"9:00~21:30
休館日：年末年始及び保守点検日",,飲み口型,,
35.76253,139.83818,砂原憩い交流館,葛飾区西亀有３－１２－１,１階,"9:00~21:30
休館日：年末年始及び保守点検日",,飲み口型,,
35.71819421,139.8546346,たつみ憩い交流館,葛飾区西新小岩２－１－４,１階,"9:00~21:00
休館日：年末年始及び保守点検日",,飲み口型,,
35.7501302,139.8543748,青戸地区センター,葛飾区青戸５－２０－６,２・３・４階,"9:00~21:00
休館日：年末年始及び保守点検日",,飲み口型,,
35.75311203,139.8570735,青戸中央憩い交流館,葛飾区青戸６－１６－１２,１階,"9:00~21:00
休館日：年末年始及び保守点検日",,飲み口型,,
35.75245689,139.8525629,テクノプラザかつしか（葛飾区地域産業振興会館）,葛飾区青戸７ー２ー１,２階,"9:00~21:00
休館日：年末年始及び保守点検日",,飲み口型,,
35.77932065,139.8779761,東金町憩い交流館,葛飾区東金町５－２２－１８,１階,"9:00~21:00
休館日：年末年始及び保守点検日",,飲み口型,,
35.72900855,139.8406228,東四つ木地区センター,葛飾区東四つ木１－２０－４,１階,"9:00~21:00
休館日：年末年始及び保守点検日",,飲み口型,,
35.72446,139.85875,新小岩北地区センター,葛飾区東新小岩６－２１－１,１階,"9:00~21:00
休館日：年末年始及び保守点検日",,飲み口型,,
35.73411847,139.847485,東立石地区センター,葛飾区東立石２－１５－７,１階,"9:00~21:00
休館日：年末年始及び保守点検日",,飲み口型,,
35.77944,139.85573,水元学び交流館,葛飾区南水元２－１３－１,１・３階,"9:00~21:00
休館日：年末年始及び保守点検日",,飲み口型,,
35.75301,139.84344,郷土と天文の博物館,葛飾区白鳥3-25-1,1階、3階,"9:00~17:00、祝日以外の金・土曜日9:00~21:00
1/2,3 12:00~17:00
休館日：月曜日、第2・4火曜日(月曜祝日は開館、火曜祝日は開館し、その直後の平日は休館)、12/28~1/1,1/4",,飲み口型,,
35.74014356,139.8372064,四つ木地区センター,葛飾区宝町１－１－２２,１階,"9:00~21:30
休館日：年末年始及び保守点検日",,飲み口型,,
35.74769484,139.8371707,宝町憩い交流館,葛飾区宝町２－３８－１９,１階,"9:00~21:00
休館日：年末年始及び保守点検日",,飲み口型,,
35.74045869,139.82944,堀切憩い交流館,葛飾区堀切１－２３－６,１階,"9:00~21:00
休館日：年末年始及び保守点検日",,飲み口型,,
35.74730706,139.8280876,堀切地区センター,葛飾区堀切３－８－５,１階,"9:00~21:00
休館日：年末年始及び保守点検日",,飲み口型,,
35.74125,139.85338,水道局葛飾営業所,葛飾区立石８－１７－４,１階,平日8:30-17:15,,飲み口型,,
35.72495402,139.5779772,関町リサイクルセンター,練馬区関町北１－７－１４,２階給湯室前,"9:00~17:00
休館日：毎週水曜日※祝・休日は開館し、その直後の祝・休日でない日に休館",,飲み口型,,
35.69470579,139.8832598,一之江コミュニティ会館,江戸川区一之江２－６－１５,１階,9:00~21:30,,飲み口型,,
35.68627,139.88194,コミュニティプラザ一之江,江戸川区一之江７－３５－２２,４階,9:00~21:30,,飲み口型,,
35.686,139.8831,一之江駅（都営新宿線）,江戸川区一之江８－１４－１　,ホーム,始発から終電まで,有料,飲み口型,,
35.68409547,139.9000835,東部図書館,江戸川区江戸川2-26-1,１階エントランス,"9:00~21:30 
休館日：毎月第４月曜日（月曜が祝日の場合は火曜日）",,飲み口型,,
35.68670972,139.9030289,江戸川コミュニティ会館,江戸川区江戸川２－３３－９,１階,9:00~21:30,,飲み口型,,
35.6755602,139.8708603,葛西図書館,江戸川区江戸川６－２４－１,1階ホール,"9:00~21:30 
休館日：毎月第４月曜日（月曜が祝日の場合は火曜日）",,飲み口型,,
35.6769619,139.8807768,二之江コミュニティ会館,江戸川区江戸川６－４６,１階ホール・２階,9:00~21:30,,飲み口型,,
35.70945,139.88974,鹿骨区民館,江戸川区鹿骨1－５４－２,２階ロビー,9:00~21:30,,飲み口型,,
35.7055,139.90289,篠崎文化プラザ,江戸川区篠崎町７－２０－１９,３階,9:00~21:30,,飲み口型,,
35.70583,139.90366,篠崎駅（都営新宿線）,江戸川区篠崎町７－２７－１,ホーム,始発から終電まで,有料,飲み口型,,
35.70583077,139.9038101,篠崎コミュニティホール,江戸川区篠崎町７－２７－１交通会館篠崎ビル,５階,9:00~21:30,,飲み口型,,
35.69671533,139.8488418,小松川さくらホール,江戸川区小松川３－６－３,１・２・３・４・５階,9:00~21:30,,飲み口型,,
35.69691572,139.8713058,松江区民プラザ,江戸川区松江２－１－１０,１・２階,9:00~21:30,,飲み口型,,
35.68768102,139.8662047,水道局江戸川営業所,江戸川区松江５－４－１２,１階,平日8:30-17:15,,飲み口型,,
35.69119153,139.8730327,松江コミュニティ会館,江戸川区松江７－５－１２,１・３階,9:00~21:30,,飲み口型,,
35.70605,139.86636,グリーンパレス,江戸川区松島１－３８－１,新館２階ロビー・３階ロビー・４階ロビー,9:00~21:30,,飲み口型,,
35.71121431,139.8583562,松島コミュニティ会館,江戸川区松島4-25-6,１階、２階、３階,,,ボトルディスペンサー型,,
35.71734406,139.8763576,総合体育館,江戸川区松本１－３５－１,体育棟１・２階・プール棟１階・アーチェリー場１階,8:30~22:30,,飲み口型,,
35.72567305,139.8724789,上一色コミュニティセンター,江戸川区上一色２－６－１０,１階ロビー,9:00~21:30,,飲み口型,,
35.70812,139.90123,篠崎コミュニティ会館,江戸川区上篠崎４－２１－８,１・２階,9:00~21:30,,飲み口型,,
35.69334,139.89775,瑞江駅（都営新宿線）,江戸川区瑞江２－２－１,ホーム,始発から終電まで,有料,飲み口型,,
35.69398,139.89775,東部フレンドホール,江戸川区瑞江２－５－７,５階,9:00~21:30,,飲み口型,,
35.65897922,139.8559215,清新町コミュニティ会館,江戸川区清新町１－２－２,１階ロビー,9:00~21:30,,飲み口型,,
35.65518914,139.852733,陸上競技場,江戸川区清新町２－１－１,ロビー,9:00~21:00,,ボトルディスペンサー型,,
35.66786,139.8625,スポーツセンター,江戸川区西葛西４－２－２０,１・２・３階,9:00~23:00,,ボトルディスペンサー型,,
35.66476496,139.8628604,西葛西図書館,江戸川区西葛西５－１０－４７,１階トイレ前,"9:00~21:30 
休館日：毎月第４月曜日（月曜が祝日の場合は火曜日）",,飲み口型,,
35.66176,139.85762,江戸川区球場,江戸川区西葛西７－２－１,給湯室,8:00~21:00,,飲み口型,,
35.73713933,139.8801913,西小岩コミュニティ会館,江戸川区西小岩４－３－２２,１・２階ロビー,9:00~21:30,,飲み口型,,
35.68680759,139.891047,瑞江コミュニティ会館,江戸川区西瑞江３－１８－１,１階,9:00~21:30,,飲み口型,,
35.68637354,139.8623131,船堀コミュニティ会館,江戸川区船堀１－３－１,２・３階,9:00~21:30,,飲み口型,,
35.6838,139.86421,船堀駅（都営新宿線）,江戸川区船堀３－６－１,ホーム,始発から終電まで,有料,飲み口型,,
35.68426,139.86491,タワーホール船堀,江戸川区船堀４－１－１,１・２・３・４・５・６階,9:00~21:30,,飲み口型,,
35.67552456,139.8692827,新川さくら館,江戸川区船堀７－１５－１２,１階ロビー,9:00~21:30,,飲み口型,,
35.71046,139.86975,中央図書館,江戸川区中央３－１－３,１・４階,"9:00~21:30 
休館日：毎月第４月曜日（月曜が祝日の場合は火曜日）",,ボトルディスペンサー型・飲み口型,,
35.71118,139.86815,総合文化センター,江戸川区中央４－１４－１,１階,8:30~22:00,,飲み口型,,
35.66589,139.86938,葛西区民館,江戸川区中葛西３－１０－１,２階・３階・４階ホール,9:00~21:30,,飲み口型,,
35.65459,139.86659,新田コミュニティ会館,江戸川区中葛西７－１７－１,１階ロビー,9:00~21:30,,飲み口型,,
35.66597017,139.8777751,長島桑川コミュニティ会館,江戸川区東葛西５－３１－１８,１・２・３階,9:00~21:30,,飲み口型,,
35.65495,139.87964,東葛西コミュニティ会館,江戸川区東葛西８－２２－１,１階ロビー・３階ロビー,9:00~21:30,,飲み口型,,
35.69851,139.91699,スポーツランド,江戸川区東篠崎１－８－１,１階ホール,7:40~22:20,,飲み口型,,
35.73141615,139.8905007,小岩図書館,江戸川区東小岩３－６－９,１・２・３・４階,"9:00~21:30 
休館日：毎月第４月曜日（月曜が祝日の場合は火曜日）",,飲み口型,,
35.73388434,139.888087,小岩区民館,江戸川区東小岩６－９－１４,"１階事務所待合室,２～４階ロビー",9:00~21:30,,飲み口型,,
35.68996,139.89966,東部区民館,江戸川区東瑞江１－１７－１,１・２階,9:00~21:30,,飲み口型,,
35.64679386,139.8760504,南葛西会館,江戸川区南葛西６－８－９,１・４階,9:00~21:30,,飲み口型,,
35.7305539,139.8820568,南小岩コミュニティ会館,江戸川区南小岩７－１７－１０,１・２階ロビー,9:00~21:30,,飲み口型,,
35.70146497,139.8510369,小松川図書館,江戸川区平井１－１１－２６,階段踊り場（１～２階・２～３階）,"9:00~21:30 
休館日：毎月第４月曜日（月曜が祝日の場合は火曜日）",,飲み口型,,
35.70276099,139.848073,小松川区民館,江戸川区平井４－１－１,１・３階,9:00~21:30,,飲み口型,,
35.70579048,139.8480104,平井コミュニティ会館,江戸川区平井４－１８－１０,１階,9:00~21:30,,飲み口型,,
35.71191,139.8398,中平井コミュニティ会館,江戸川区平井７－１－６,１・２階,9:00~21:30,,飲み口型,,
35.67290675,139.8570151,北葛西コミュニティ会館,江戸川区北葛西２－１１－３９,１階,9:00~21:30,,飲み口型,,
35.7358,139.89247,小岩アーバンプラザ,江戸川区北小岩１－１７－１,１階ロビー・３階ロビー,9:00~21:30,,ボトルディスペンサー型・飲み口型,,
35.74212,139.88692,北小岩コミュニティ会館,江戸川区北小岩６－３５－１７,１・２階ロビー,9:00~21:30,,飲み口型,,
35.64967772,139.8548659,臨海球技場,江戸川区臨海町１－１－２,管理棟横通路,8:00~21:00,,飲み口型,,
35.65296352,139.8600677,臨海町コミュニティ会館,江戸川区臨海町２－２－９,１階・２階,9:00~21:30,,飲み口型,,
35.67028667,139.7913822,深川スポーツセンター,江東区越中島１－２－１８　,１・２・３・４階,,,ボトルディスペンサー型・飲み口型,,
35.7003,139.82063,江東区亀戸野球場庭球場(Ｒ７.4月～休場）,江東区亀戸２－６－５０,令和7年４月から休場に付きご利用不可,,,飲み口型,,
35.70018577,139.8365184,亀戸スポーツセンター,江東区亀戸８－２２－１,地下１階・１・２・３階,,,飲み口型,,
35.67979,139.80807,東京都現代美術館,江東区三好４－１－１,地下２階・地下１階・１・２・３階,,一部有料,飲み口型,,
35.65744726,139.8018088,深川南部保健相談所,江東区枝川１－８－１５－１０２,１階,,,飲み口型,,
35.68760116,139.812656,江東区こどもプラザ,江東区住吉1-9-8,1階、2階、3階、4階（5階）※5階は水を止めているため使用不可,"9時～20時
（日曜・祝日・12/28は19時まで）",,飲み口型,,
35.68903372,139.8158219,住吉駅（都営新宿線）,江東区住吉２－２３－１２,ホーム,始発から終電まで,有料,飲み口型,,
35.66890086,139.824582,水道局東部第一支所,江東区新砂１－７－２,１階,平日8:30-17:15,,ボトルディスペンサー型・飲み口型,,
35.65688001,139.8354986,江東区新砂運動場,"江東区新砂３－９－１
（砂町水再生センター内）",１階,,,ボトルディスペンサー型・飲み口型,,
35.68822,139.79781,森下駅（都営新宿線）,江東区森下１－１３－１０,ホーム,始発から終電まで,有料,飲み口型,,
35.68803877,139.7982111,森下駅（都営大江戸線）,江東区森下２－１７－１７,ホーム,始発から終電まで,有料,飲み口型,,
35.67913927,139.7966139,深川図書館,江東区清澄　3-3-39,1階,"月～土：9時～20時
日曜・祝日・休日・12/28：9時～19時
※特別整理期間及び全館休館日を除く",,飲み口型,,
35.68284728,139.8142766,小松橋出張所・区民館,江東区扇橋２－１－５,２階,8:30~17:00,,飲み口型,,
35.68402895,139.8201658,男女共同参画推進センター,江東区扇橋３－２２－２,１・３階,,,飲み口型,,
35.68940602,139.8263555,西大島駅（都営新宿線）,江東区大島２－４１－１９,ホーム,始発から終電まで,有料,飲み口型,,
35.68924772,139.8269761,江東区総合区民センター,江東区大島４-５-１,１・２・３・４・５・６・７階,,,飲み口型,,
35.68979244,139.8347547,大島駅（都営新宿線）,江東区大島５－１０－８,ホーム,始発から終電まで,有料,飲み口型,,
35.68996734,139.8475267,東大島駅（都営新宿線）,江東区大島９－３－１４,ホーム,始発から終電まで,有料,飲み口型,,
35.65128,139.81482,東京アクアティクスセンター,江東区辰巳２－２－１,１階,,,飲み口型,,
35.65531,139.80975,江東区潮見野球場庭球場,江東区潮見１－１－１,１階,,,飲み口型,,
35.65572244,139.8116808,江東区環境学習情報館,江東区潮見１ー２９－７,２階,"9:00~17:00
※常設展示は9:30～17:00、入館は16:30まで",,飲み口型,,
35.64358015,139.8051107,東雲図書館,江東区東雲2－7－5－201（トミンタワー東雲2階）,2階,"月～土：9時～20時
日曜・祝日・休日・12/28：9時～19時
※特別整理期間及び全館休館日を除く",,飲み口型,,
35.68381362,139.8396917,江東区東砂庭球場,江東区東砂１－２－１３,１階,,,飲み口型,,
35.68024491,139.8459661,江東区荒川砂町庭球場,江東区東砂３－２８－１３,１階,,,ボトルディスペンサー型・飲み口型,,
35.67922582,139.8394491,東砂スポーツセンター,江東区東砂４－２４－１,地下１階・２階,8:30～22:00,,ボトルディスペンサー型・飲み口型,,
35.66580968,139.8140897,江東区健康センター,江東区東陽２－１－１,２・３階,"9:00～21:00
毎月第2・4月曜日（祝・休日の場合は翌日）及び年末年始（12/29～翌年1/3）は休館日",,飲み口型,,
35.67290859,139.8173088,江東区役所,江東区東陽４－１１－２８,２～９階,"月~金曜日 8:30~17:00
※一部の窓口業務について、水曜19:00まで、原則毎月第2日曜日(3月を除く)9:00~16:00",,飲み口型,,
35.67445609,139.8115,江東区豊住庭球場,江東区東陽６－１－１３,１階,,,ボトルディスペンサー型・飲み口型,,
35.67472655,139.8122643,高齢者総合福祉センター,江東区東陽６－２－１７,１・２階,月~土曜日8:30~19:00、第1.3.5日曜日8:30~18:00,,飲み口型,,
35.67434994,139.8276976,城東南部保健相談所,江東区南砂４－３－１０,２階・３階・４階,8：30~17:00,,飲み口型,,
35.67176465,139.8339952,江東図書館,江東区南砂６－７－５２,１階・２階,"9：30～17：00
最終入場（16：00まで）",,飲み口型,,
35.6822713,139.7987836,清澄白河駅（都営大江戸線）,江東区白河１－７－１４,ホーム,始発から終電まで,有料,飲み口型,,
35.67177208,139.7985277,富岡出張所・区民館,江東区富岡１－１６－１２,１階,8:30~17:00,,飲み口型,,
35.67229133,139.7989014,深川庭球場,江東区富岡1-17-9,1階,,,ボトルディスペンサー型・飲み口型,,
35.67698879,139.80514,深川北スポーツセンター,江東区平野３－２－２０,１・２階,8:30~22:00,,ボトルディスペンサー型・飲み口型,,
35.68416323,139.8217082,スポーツ会館,江東区北砂１－２－９,１・２・３階,,,ボトルディスペンサー型・飲み口型,,
35.67756,139.82854,砂町出張所・区民館,江東区北砂４－７－３,１階,8:30~17:00,,飲み口型,,
35.65297088,139.8222785,江東区夢の島野球場,江東区夢の島１－１－１,１階,,,ボトルディスペンサー型・飲み口型,,
35.6486,139.8237,江東区夢の島競技場,江東区夢の島１－１－２,１階,,,ボトルディスペンサー型・飲み口型,,
35.65132174,139.829356,夢の島熱帯植物館,江東区夢の島２－１－２,エントランス・カフェ,9:30~17:00(最終入場16:00まで）,有料,ボトルディスペンサー型・飲み口型,,
35.67206756,139.7956927,門前仲町駅（都営大江戸線）,江東区門前仲町２－５－２先,ホーム,始発から終電まで,有料,飲み口型,,
35.63320131,139.7837338,有明スポーツセンター,江東区有明２－３－５,Ａ棟７階・Ｂ棟３階,,,ボトルディスペンサー型・飲み口型,,
35.62982,139.79445,東京ビッグサイト,江東区有明３－１１－１,西展示棟１階アトリウムトイレ脇,"9：30～17：00
最終入場（16：00まで）",,ボトルディスペンサー型,,
35.63088396,139.7854799,東京都水の科学館,江東区有明３－１－８,１・２・３階エレベーター前,"9：30-17：00（入館は16：30まで）
休館日：月曜日（休日の場合その翌日）
　　　　年末年始：12月28日～1月4日",,ボトルディスペンサー型・飲み口型,,
35.63454805,139.7463434,芝浦中央公園運動場,港区港南１－４－１,,,,飲み口型,,
35.63297917,139.7494292,港南図書館,港区港南３－３－１７,２・３階,"月～土9:00~20:00、日・祝日・12/28：9:00~17:00
休館日：年末年始 (12/29~1/3)、館内整理日 (原則、毎月第3木曜日 祝日にあたる場合は開館し、第3水曜日に休館)、特別整理期間 (年1回10日以内)、その他臨時に休館することがあります。",,飲み口型,,
35.64183394,139.7344647,高輪図書館,"港区高輪１－１６ー２５
高輪コミュニティプラザ３階",３・４階フロア,"月~土曜 9:00~20:00
日曜・祝日・12/28：9:00~17:00
休館日：年末年始 (12/29~1/3)、館内整理日 (原則、毎月第3木曜日 祝日にあたる場合は開館し、第3水曜日に休館)、特別整理期間 (年1回10日以内)、その他臨時に休館することがあります。",,飲み口型,,
35.63873102,139.7399689,泉岳寺駅（都営浅草線）,港区高輪２－１６－３４,ホーム,始発から終電まで,有料,飲み口型,,
35.65445178,139.7442263,"東京水道株式会社
東京都水道局港営業所",港区三田1-3-27,1階,8:30~17:15,,飲み口型,,
35.64778961,139.7486531,三田駅（都営三田線）,港区芝５－１８－８,ホーム,始発から終電まで,有料,飲み口型,,
35.64587,139.7467,三田駅（都営浅草線）,港区芝５－３４－１０,ホーム,始発から終電まで,有料,飲み口型,,
35.64667644,139.7517983,港区スポーツセンター,港区芝浦１－１６－１みなとパーク芝浦内,３・４・５・８階,"8:30~22:30
休館日：毎月第1月曜（祝日、振替休日にあたるときはその翌日）、年末年始 (12/29~1/3)",,飲み口型,,
35.65983627,139.7501341,みなと図書館,港区芝公園３－２－２５,地下１階,"月~土 9:00~20:00
日曜・祝日・12/28 9:00~17:00
休館日：年末年始 (12/29~1/3)、館内整理日 (原則、毎月第3木曜日 祝日にあたる場合は開館し、第3水曜日に休館)、特別整理期間 (年1回10日以内)、その他臨時に休館することがあります。",,飲み口型,,
35.66077118,139.7446805,芝給水所公園運動場,港区芝公園３－６－７,,"10:00~19:00
休業日：年末年始 (12/29~1/3)",,飲み口型,,
35.65404267,139.7498415,芝公園駅（都営三田線）,港区芝公園４－８－１４,ホーム,始発から終電まで,有料,飲み口型,,
35.6655,139.75911,新橋駅（都営浅草線）,港区新橋２－２１－１先,ホーム,始発から終電まで,有料,飲み口型,,
35.66064564,139.7511992,御成門駅（都営三田線）,港区西新橋３－２４－６,ホーム,始発から終電まで,有料,飲み口型,,
35.67177203,139.7255557,赤坂図書館,港区青山１－３－３青山１丁目タワー３階,多目的ホール入り口前・消火栓横,"月~土9:00~20:00、日曜・祝日・12/28 9:00~17:00
休館日：年末年始 (12/29~1/3)、館内整理日 (原則、毎月第3木曜日 祝日にあたる場合は開館し、第3水曜日に休館)、特別整理期間 (年1回10日以内)、その他臨時に休館することがあります。",,飲み口型,,
35.66350089,139.7321027,六本木駅（都営大江戸線）,港区赤坂９－７－３９,ホーム,始発から終電まで,有料,飲み口型,,
35.66316245,139.7599566,汐留駅（都営大江戸線）,港区東新橋１－９－１先,ホーム,始発から終電まで,有料,飲み口型,,
35.6550259,139.7439975,赤羽橋駅（都営大江戸線）,港区東麻布１－２８－１３,ホーム,始発から終電まで,有料,飲み口型,,
35.66925623,139.718952,青山運動場,港区南青山２－２１－１２,,,,飲み口型,,
35.66414879,139.7172074,青山生涯学習館,港区南青山４－１９－７,２階給湯室,"月~金 9:00~21:30、土 9:00~17:00
休館日：日曜、祝日、臨時休館日、年末年始 (12/29~1/3)",,ボトルディスペンサー型,,
35.65213521,139.7264746,都立中央図書館,港区南麻布５ー７ー１３,１・４・５階,,,飲み口型,,
35.65248578,139.7278105,麻布運動場,港区南麻布５－６－３３,,,,飲み口型,,
35.63183457,139.7305374,高輪台駅（都営浅草線）,港区白金台２－２６－７先,ホーム,始発から終電まで,有料,飲み口型,,
35.65673671,139.7555694,大門駅（都営浅草線）,港区浜松町１－２７－１２,ホーム,始発から終電まで,有料,飲み口型,,
35.65650267,139.7559914,大門駅（都営大江戸線）,港区浜松町２－３－４,ホーム,始発から終電まで,有料,飲み口型,,
35.67280994,139.7239651,青山一丁目駅（都営大江戸線）,港区北青山１－２－４,ホーム,始発から終電まで,有料,飲み口型,,
35.65641059,139.7365992,麻布十番駅（都営大江戸線）,港区麻布十番１－４－６,ホーム,始発から終電まで,有料,飲み口型,,
